############################
SERVER SIDE STARTED
############################


Starting resend nak thread
8333.98267508# Server sent data 000000795
8334.03309298# Server sent data 000000796
8334.0835681# Server sent data 000000797
8334.13400602# Server sent data 000000798
8334.18449998# Server sent data 000000799
8334.23485208# Server sent data 000000800
8334.28526092# Server sent data 000000801
8334.33578396# Server sent data 000000802
8334.38619089# Server sent data 000000803
8334.43662405# Server sent data 000000804
8334.48698592# Server sent data 000000805
8334.5381341# Server sent data 000000806
8334.58905101# Server sent data 000000807
8334.63970399# Server sent data 000000808
8334.69070005# Server sent data 000000809
8334.74105# Server sent data 000000810
8334.79269099# Server sent data 000000811
8334.84327102# Server sent data 000000812
8334.89377809# Server sent data 000000813
8334.94470191# Server sent data 000000814
8334.99523902# Server sent data 000000815
8335.04558802# Server sent data 000000816
8335.0963819# Server sent data 000000817
8335.14678001# Server sent data 000000818
8335.19710898# Server sent data 000000819
8335.24756098# Server sent data 000000820
8335.29809189# Server sent data 000000821
8335.34909201# Server sent data 000000822
8335.39954805# Server sent data 000000823
8335.45018792# Server sent data 000000824
8335.50086093# Server sent data 000000825
8335.55177593# Server sent data 000000826
8335.6023829# Server sent data 000000827
8335.65321708# Server sent data 000000828
8335.703722# Server sent data 000000829
8335.75405598# Server sent data 000000830
8335.80492806# Server sent data 000000831
8335.85584307# Server sent data 000000832
8335.906353# Server sent data 000000833
8335.95723009# Server sent data 000000834
8336.00771689# Server sent data 000000835
8336.05913806# Server sent data 000000836
8336.10959506# Server sent data 000000837
8336.16102695# Server sent data 000000838
8336.21180201# Server sent data 000000839
8336.26225305# Server sent data 000000840
8336.3128891# Server sent data 000000841
8336.36362505# Server sent data 000000842
8336.41406703# Server sent data 000000843
8336.46448708# Server sent data 000000844
8336.51502895# Server sent data 000000845
8336.56610608# Server sent data 000000846
8336.6171391# Server sent data 000000847
8336.66849494# Server sent data 000000848
8336.71905494# Server sent data 000000849
TOTAL number of TRY: 859
