############################
SERVER SIDE STARTED
############################


Starting resend nak thread
7926.19267106# Server sent data 000000083
7926.24308896# Server sent data 000000084
7926.29370809# Server sent data 000000085
7926.34449911# Server sent data 000000086
7926.39504099# Server sent data 000000087
7926.44580603# Server sent data 000000088
7926.49623299# Server sent data 000000089
7926.54727793# Server sent data 000000090
7926.59769893# Server sent data 000000091
7926.64809489# Server sent data 000000092
7926.69844294# Server sent data 000000093
7926.7488029# Server sent data 000000094
7926.79926395# Server sent data 000000095
7926.84961295# Server sent data 000000096
7926.90010905# Server sent data 000000097
7926.95059299# Server sent data 000000098
7927.00124002# Server sent data 000000099
7927.0517149# Server sent data 000000100
7927.10230303# Server sent data 000000101
7927.15269995# Server sent data 000000102
7927.20326304# Server sent data 000000103
7927.25370407# Server sent data 000000104
7927.30414295# Server sent data 000000105
7927.35512996# Server sent data 000000106
7927.40589499# Server sent data 000000107
7927.45696211# Server sent data 000000108
7927.50733495# Server sent data 000000109
7927.55769706# Server sent data 000000110
7927.6081109# Server sent data 000000111
7927.65883207# Server sent data 000000112
7927.70937395# Server sent data 000000113
7927.75978398# Server sent data 000000114
7927.81010199# Server sent data 000000115
7927.860672# Server sent data 000000116
7927.91122508# Server sent data 000000117
7927.96174312# Server sent data 000000118
7928.01320195# Server sent data 000000119
7928.06361604# Server sent data 000000120
7928.11414504# Server sent data 000000121
7928.16461611# Server sent data 000000122
7928.21506906# Server sent data 000000123
7928.26543999# Server sent data 000000124
7928.31620002# Server sent data 000000125
7928.36677289# Server sent data 000000126
7928.41743112# Server sent data 000000127
7928.46851802# Server sent data 000000128
7928.51896906# Server sent data 000000129
7928.5695591# Server sent data 000000130
7928.62013102# Server sent data 000000131
7928.6707201# Server sent data 000000132
7928.721174# Server sent data 000000133
7928.77165294# Server sent data 000000134
7928.82228708# Server sent data 000000135
7928.87355995# Server sent data 000000136
7928.92408991# Server sent data 000000137
7928.97452998# Server sent data 000000138
7929.02531195# Server sent data 000000139
7929.07570291# Server sent data 000000140
7929.12651896# Server sent data 000000141
7929.17723799# Server sent data 000000142
7929.22782898# Server sent data 000000143
7929.27893496# Server sent data 000000144
7929.32940698# Server sent data 000000145
7929.38042307# Server sent data 000000146
7929.43077111# Server sent data 000000147
7929.48122907# Server sent data 000000148
7929.53167105# Server sent data 000000149
7929.58206892# Server sent data 000000150
7929.632447# Server sent data 000000151
7929.68348289# Server sent data 000000152
7929.733917# Server sent data 000000153
7929.78505611# Server sent data 000000154
7929.8354671# Server sent data 000000155
7929.88586307# Server sent data 000000156
7929.93606901# Server sent data 000000157
7929.98676491# Server sent data 000000158
7930.037462# Server sent data 000000159
7930.08790898# Server sent data 000000160
7930.13938808# Server sent data 000000161
7930.18970299# Server sent data 000000162
7930.24002695# Server sent data 000000163
7930.29039407# Server sent data 000000164
7930.3409059# Server sent data 000000165
7930.39171791# Server sent data 000000166
7930.44315195# Server sent data 000000167
7930.49410701# Server sent data 000000168
7930.5452261# Server sent data 000000169
7930.5956459# Server sent data 000000170
7930.64663005# Server sent data 000000171
7930.69727802# Server sent data 000000172
7930.74761891# Server sent data 000000173
7930.79798698# Server sent data 000000174
7930.84860301# Server sent data 000000175
7930.89892197# Server sent data 000000176
7930.9494679# Server sent data 000000177
7930.99991488# Server sent data 000000178
7931.05035305# Server sent data 000000179
7931.10081506# Server sent data 000000180
7931.15130711# Server sent data 000000181
7931.20176291# Server sent data 000000182
7931.2524879# Server sent data 000000183
7931.303581# Server sent data 000000184
7931.3544991# Server sent data 000000185
7931.4049449# Server sent data 000000186
7931.455338# Server sent data 000000187
7931.50630093# Server sent data 000000188
7931.55672002# Server sent data 000000189
7931.6077199# Server sent data 000000190
7931.65812302# Server sent data 000000191
7931.708529# Server sent data 000000192
7931.758986# Server sent data 000000193
7931.80967093# Server sent data 000000194
7931.86057997# Server sent data 000000195
7931.912117# Server sent data 000000196
7931.96241498# Server sent data 000000197
7931.96354103# Server received NAK 196
7931.96364594# Server resent (NAK) 000000196
7932.01285195# Server sent data 000000198
7932.0642879# Server sent data 000000199
7932.11469007# Server sent data 000000200
7932.16540289# Server sent data 000000201
7932.21637607# Server sent data 000000202
7932.26669502# Server sent data 000000203
7932.31709504# Server sent data 000000204
7932.36743307# Server sent data 000000205
7932.41842699# Server sent data 000000206
7932.46896005# Server sent data 000000207
7932.51937008# Server sent data 000000208
7932.57045197# Server sent data 000000209
7932.6215899# Server sent data 000000210
7932.67198896# Server sent data 000000211
7932.72290492# Server sent data 000000212
7932.77341199# Server sent data 000000213
7932.82383204# Server sent data 000000214
7932.874722# Server sent data 000000215
7932.92520189# Server sent data 000000216
7932.97567892# Server sent data 000000217
7933.02597404# Server sent data 000000218
7933.0766151# Server sent data 000000219
7933.12750292# Server sent data 000000220
7933.17789102# Server sent data 000000221
7933.22883511# Server sent data 000000222
7933.27928495# Server sent data 000000223
7933.33059406# Server sent data 000000224
7933.38096499# Server sent data 000000225
7933.43142104# Server sent data 000000226
7933.48182511# Server sent data 000000227
7933.532444# Server sent data 000000228
7933.58284998# Server sent data 000000229
7933.63363099# Server sent data 000000230
7933.68400502# Server sent data 000000231
7933.73439503# Server sent data 000000232
7933.78505802# Server sent data 000000233
7933.83590198# Server sent data 000000234
7933.88624692# Server sent data 000000235
7933.93654895# Server sent data 000000236
7933.98691893# Server sent data 000000237
7934.0372951# Server sent data 000000238
7934.08849692# Server sent data 000000239
7934.13899207# Server sent data 000000240
7934.18942499# Server sent data 000000241
7934.24025607# Server sent data 000000242
7934.29108191# Server sent data 000000243
7934.34197998# Server sent data 000000244
7934.39238405# Server sent data 000000245
7934.44285798# Server sent data 000000246
7934.49322009# Server sent data 000000247
7934.54414892# Server sent data 000000248
7934.59451509# Server sent data 000000249
7934.64494395# Server sent data 000000250
7934.69541407# Server sent data 000000251
7934.74626088# Server sent data 000000252
7934.79707289# Server sent data 000000253
7934.84766603# Server sent data 000000254
7934.89865899# Server sent data 000000255
7934.94941902# Server sent data 000000256
7935.00050902# Server sent data 000000257
7935.05106091# Server sent data 000000258
7935.10145307# Server sent data 000000259
7935.15194511# Server sent data 000000260
7935.20237207# Server sent data 000000261
7935.25283909# Server sent data 000000262
7935.30334592# Server sent data 000000263
7935.35425806# Server sent data 000000264
7935.4048419# Server sent data 000000265
7935.45590091# Server sent data 000000266
7935.50622606# Server sent data 000000267
7935.55665398# Server sent data 000000268
7935.60774708# Server sent data 000000269
7935.65819693# Server sent data 000000270
7935.70877099# Server sent data 000000271
7935.76009202# Server sent data 000000272
7935.8109479# Server sent data 000000273
7935.86148596# Server sent data 000000274
7935.91185808# Server sent data 000000275
7935.96227598# Server sent data 000000276
7936.0129149# Server sent data 000000277
7936.06386995# Server sent data 000000278
7936.11497211# Server sent data 000000279
7936.16550899# Server sent data 000000280
7936.21592808# Server sent data 000000281
7936.26630306# Server sent data 000000282
7936.316926# Server sent data 000000283
7936.36773109# Server sent data 000000284
7936.41823697# Server sent data 000000285
7936.46855092# Server sent data 000000286
7936.51915503# Server sent data 000000287
7936.569525# Server sent data 000000288
7936.62012601# Server sent data 000000289
7936.67065597# Server sent data 000000290
7936.72126102# Server sent data 000000291
7936.77164698# Server sent data 000000292
7936.8220861# Server sent data 000000293
7936.87287998# Server sent data 000000294
7936.92361093# Server sent data 000000295
7936.97403693# Server sent data 000000296
7937.02446604# Server sent data 000000297
7937.07483697# Server sent data 000000298
7937.12520504# Server sent data 000000299
7937.17588305# Server sent data 000000300
7937.22731209# Server sent data 000000301
7937.27851105# Server sent data 000000302
7937.3299439# Server sent data 000000303
7937.38045597# Server sent data 000000304
7937.43147397# Server sent data 000000305
7937.48187089# Server sent data 000000306
7937.5322659# Server sent data 000000307
7937.58290005# Server sent data 000000308
7937.63326812# Server sent data 000000309
7937.68369508# Server sent data 000000310
7937.7346971# Server sent data 000000311
7937.78515601# Server sent data 000000312
7937.83626103# Server sent data 000000313
7937.88664889# Server sent data 000000314
7937.93692088# Server sent data 000000315
7937.98744607# Server sent data 000000316
7938.03811502# Server sent data 000000317
7938.08933592# Server sent data 000000318
7938.13972712# Server sent data 000000319
7938.19102001# Server sent data 000000320
7938.24164891# Server sent data 000000321
7938.29252791# Server sent data 000000322
7938.34321499# Server sent data 000000323
7938.39449191# Server sent data 000000324
7938.44511294# Server sent data 000000325
7938.49564004# Server sent data 000000326
7938.54594707# Server sent data 000000327
7938.59655595# Server sent data 000000328
7938.64719796# Server sent data 000000329
7938.69818592# Server sent data 000000330
7938.74854398# Server sent data 000000331
7938.79906797# Server sent data 000000332
7938.80028391# Server received NAK 331
7938.80039811# Server resent (NAK) 000000331
7938.84946108# Server sent data 000000333
7938.8998661# Server sent data 000000334
7938.9503479# Server sent data 000000335
7939.00158405# Server sent data 000000336
7939.05194497# Server sent data 000000337
7939.10236192# Server sent data 000000338
7939.15278912# Server sent data 000000339
7939.20320511# Server sent data 000000340
7939.25357389# Server sent data 000000341
7939.25477099# Server received NAK 340
7939.25487208# Server resent (NAK) 000000340
7939.304456# Server sent data 000000342
7939.35504699# Server sent data 000000343
7939.40544295# Server sent data 000000344
7939.45684409# Server sent data 000000345
7939.507828# Server sent data 000000346
7939.55860806# Server sent data 000000347
7939.60898399# Server sent data 000000348
7939.66022706# Server sent data 000000349
7939.710567# Server sent data 000000350
7939.76173997# Server sent data 000000351
7939.81209612# Server sent data 000000352
7939.86245203# Server sent data 000000353
7939.91308093# Server sent data 000000354
7939.96384001# Server sent data 000000355
7940.01525998# Server sent data 000000356
7940.06566906# Server sent data 000000357
7940.1161859# Server sent data 000000358
7940.16649103# Server sent data 000000359
7940.21737909# Server sent data 000000360
7940.26796699# Server sent data 000000361
7940.318367# Server sent data 000000362
7940.36902499# Server sent data 000000363
7940.41933203# Server sent data 000000364
7940.46971011# Server sent data 000000365
7940.52028203# Server sent data 000000366
7940.57113695# Server sent data 000000367
7940.62154388# Server sent data 000000368
7940.67203593# Server sent data 000000369
7940.72293591# Server sent data 000000370
7940.77347302# Server sent data 000000371
7940.82405496# Server sent data 000000372
7940.87474203# Server sent data 000000373
7940.92553401# Server sent data 000000374
7940.97664499# Server sent data 000000375
7941.02784491# Server sent data 000000376
7941.07821608# Server sent data 000000377
7941.12905407# Server sent data 000000378
7941.17947888# Server sent data 000000379
7941.22998309# Server sent data 000000380
7941.28060794# Server sent data 000000381
7941.33159995# Server sent data 000000382
7941.38200402# Server sent data 000000383
7941.43246198# Server sent data 000000384
7941.48292804# Server sent data 000000385
7941.53353405# Server sent data 000000386
7941.58390594# Server sent data 000000387
7941.63431811# Server sent data 000000388
7941.68541408# Server sent data 000000389
7941.73604202# Server sent data 000000390
7941.78649497# Server sent data 000000391
7941.83669591# Server sent data 000000392
7941.88763404# Server sent data 000000393
7941.93905997# Server sent data 000000394
7941.9894309# Server sent data 000000395
7942.03995395# Server sent data 000000396
7942.09040499# Server sent data 000000397
7942.1414969# Server sent data 000000398
7942.19194794# Server sent data 000000399
7942.24255991# Server sent data 000000400
7942.24456191# Server received NAK 399
7942.24468207# Server resent (NAK) 000000399
7942.29368806# Server sent data 000000401
7942.34422112# Server sent data 000000402
7942.39493799# Server sent data 000000403
7942.44559789# Server sent data 000000404
7942.49616003# Server sent data 000000405
7942.54670811# Server sent data 000000406
7942.59762597# Server sent data 000000407
7942.64805007# Server sent data 000000408
7942.69847393# Server sent data 000000409
7942.74976397# Server sent data 000000410
7942.80013704# Server sent data 000000411
7942.80151105# Server received NAK 410
7942.80163908# Server resent (NAK) 000000410
7942.8505249# Server sent data 000000412
7942.90090799# Server sent data 000000413
7942.9517839# Server sent data 000000414
7943.00220299# Server sent data 000000415
7943.05308199# Server sent data 000000416
7943.10348797# Server sent data 000000417
7943.15395808# Server sent data 000000418
7943.20487809# Server sent data 000000419
7943.25520611# Server sent data 000000420
7943.30584693# Server sent data 000000421
7943.35632992# Server sent data 000000422
7943.40700507# Server sent data 000000423
7943.45793104# Server sent data 000000424
7943.50871301# Server sent data 000000425
7943.55893612# Server sent data 000000426
7943.6092# Server sent data 000000427
7943.6602819# Server sent data 000000428
7943.71119809# Server sent data 000000429
7943.76166105# Server sent data 000000430
7943.8123281# Server sent data 000000431
7943.86379695# Server sent data 000000432
7943.91499496# Server sent data 000000433
7943.96545601# Server sent data 000000434
7944.01643991# Server sent data 000000435
7944.06685305# Server sent data 000000436
7944.117342# Server sent data 000000437
7944.1678319# Server sent data 000000438
7944.21832705# Server sent data 000000439
7944.26867509# Server sent data 000000440
7944.31932807# Server sent data 000000441
7944.37073588# Server sent data 000000442
7944.42139792# Server sent data 000000443
7944.47182798# Server sent data 000000444
7944.52243209# Server sent data 000000445
7944.57299399# Server sent data 000000446
7944.62370992# Server sent data 000000447
7944.67418003# Server sent data 000000448
7944.724617# Server sent data 000000449
TOTAL number of TRY: 458
