############################
SERVER SIDE STARTED
############################


Starting resend nak thread
8424.82531691# Server sent data 000000456
8424.87602496# Server sent data 000000457
8424.92734098# Server sent data 000000458
8424.97778893# Server sent data 000000459
8425.02845812# Server sent data 000000460
8425.0790801# Server sent data 000000461
8425.12973809# Server sent data 000000462
8425.18015599# Server sent data 000000463
8425.23082995# Server sent data 000000464
8425.2815299# Server sent data 000000465
8425.33202505# Server sent data 000000466
8425.38253903# Server sent data 000000467
8425.43292999# Server sent data 000000468
8425.48358893# Server sent data 000000469
8425.53419399# Server sent data 000000470
8425.584548# Server sent data 000000471
8425.5859251# Server received NAK 470
8425.58602095# Server resent (NAK) 000000470
8425.63515091# Server sent data 000000472
8425.68554497# Server sent data 000000473
8425.73656797# Server sent data 000000474
8425.78706694# Server sent data 000000475
8425.83741307# Server sent data 000000476
8425.8882041# Server sent data 000000477
8425.93865108# Server sent data 000000478
8425.98991704# Server sent data 000000479
8426.04028797# Server sent data 000000480
8426.0913229# Server sent data 000000481
8426.14166307# Server sent data 000000482
8426.19207501# Server sent data 000000483
8426.242769# Server sent data 000000484
8426.29338002# Server sent data 000000485
8426.34400702# Server sent data 000000486
8426.39447093# Server sent data 000000487
8426.44490194# Server sent data 000000488
8426.495502# Server sent data 000000489
8426.54586792# Server sent data 000000490
8426.59678507# Server sent data 000000491
8426.64715099# Server sent data 000000492
8426.69808412# Server sent data 000000493
8426.74850011# Server sent data 000000494
8426.79906201# Server sent data 000000495
8426.84981394# Server sent data 000000496
8426.90093899# Server sent data 000000497
8426.9512229# Server sent data 000000498
8427.00148797# Server sent data 000000499
8427.05182195# Server sent data 000000500
8427.10233402# Server sent data 000000501
8427.15318298# Server sent data 000000502
8427.20417595# Server sent data 000000503
8427.20552397# Server received NAK 502
8427.20564198# Server resent (NAK) 000000502
8427.25452399# Server sent data 000000504
8427.30500698# Server sent data 000000505
8427.35547996# Server sent data 000000506
8427.40644407# Server sent data 000000507
8427.45686603# Server sent data 000000508
8427.50740004# Server sent data 000000509
8427.5587461# Server sent data 000000510
8427.60941911# Server sent data 000000511
8427.66061497# Server sent data 000000512
8427.66184902# Server received NAK 511
8427.66202402# Server resent (NAK) 000000511
8427.71155691# Server sent data 000000513
8427.76196408# Server sent data 000000514
8427.81255698# Server sent data 000000515
8427.8634119# Server sent data 000000516
8427.91470504# Server sent data 000000517
8427.91617298# Server received NAK 516
8427.9162879# Server resent (NAK) 000000516
8427.9652071# Server sent data 000000518
8428.01580405# Server sent data 000000519
8428.06627297# Server sent data 000000520
8428.11666894# Server sent data 000000521
8428.1673491# Server sent data 000000522
8428.21784902# Server sent data 000000523
8428.2682991# Server sent data 000000524
8428.31879497# Server sent data 000000525
8428.36920309# Server sent data 000000526
8428.41950202# Server sent data 000000527
8428.46992493# Server sent data 000000528
8428.52062201# Server sent data 000000529
8428.57139897# Server sent data 000000530
8428.62180591# Server sent data 000000531
8428.67324996# Server sent data 000000532
8428.72452402# Server sent data 000000533
8428.77501798# Server sent data 000000534
8428.82550001# Server sent data 000000535
8428.87615108# Server sent data 000000536
8428.92679095# Server sent data 000000537
8428.97776294# Server sent data 000000538
8429.02826309# Server sent data 000000539
8429.07869101# Server sent data 000000540
8429.12905693# Server sent data 000000541
8429.17947102# Server sent data 000000542
8429.22976303# Server sent data 000000543
8429.28055692# Server sent data 000000544
8429.3311379# Server sent data 000000545
8429.38167596# Server sent data 000000546
8429.43301296# Server sent data 000000547
8429.48356009# Server sent data 000000548
8429.53428698# Server sent data 000000549
8429.58467507# Server sent data 000000550
8429.63511491# Server sent data 000000551
8429.68554807# Server sent data 000000552
8429.7360301# Server sent data 000000553
8429.78712511# Server sent data 000000554
8429.83749795# Server sent data 000000555
8429.88790989# Server sent data 000000556
8429.93840694# Server sent data 000000557
8429.98907399# Server sent data 000000558
8430.040236# Server sent data 000000559
8430.09067106# Server sent data 000000560
8430.14099193# Server sent data 000000561
8430.1915369# Server sent data 000000562
8430.24227309# Server sent data 000000563
8430.29282904# Server sent data 000000564
8430.34320498# Server sent data 000000565
8430.3936491# Server sent data 000000566
8430.44408298# Server sent data 000000567
8430.49462104# Server sent data 000000568
8430.54500508# Server sent data 000000569
8430.59585094# Server sent data 000000570
8430.64622593# Server sent data 000000571
8430.6968739# Server sent data 000000572
8430.74736309# Server sent data 000000573
8430.7980001# Server sent data 000000574
8430.84842205# Server sent data 000000575
8430.8990109# Server sent data 000000576
8430.94954395# Server sent data 000000577
8431.00015998# Server sent data 000000578
8431.0515511# Server sent data 000000579
8431.10189295# Server sent data 000000580
8431.15247393# Server sent data 000000581
8431.20312691# Server sent data 000000582
8431.25360703# Server sent data 000000583
8431.30382395# Server sent data 000000584
8431.3543129# Server sent data 000000585
8431.40473104# Server sent data 000000586
8431.45523596# Server sent data 000000587
8431.50573111# Server sent data 000000588
8431.5564549# Server sent data 000000589
8431.60688996# Server sent data 000000590
8431.6081481# Server received NAK 589
8431.60827208# Server resent (NAK) 000000589
8431.65736103# Server sent data 000000591
8431.70768189# Server sent data 000000592
8431.7580421# Server sent data 000000593
8431.80862188# Server sent data 000000594
8431.85908294# Server sent data 000000595
8431.91023302# Server sent data 000000596
8431.96116996# Server sent data 000000597
8432.01153302# Server sent data 000000598
8432.06195903# Server sent data 000000599
8432.1123991# Server sent data 000000600
8432.16289091# Server sent data 000000601
8432.2134521# Server sent data 000000602
8432.26421189# Server sent data 000000603
8432.31482697# Server sent data 000000604
8432.36579704# Server sent data 000000605
8432.41621089# Server sent data 000000606
8432.46669197# Server sent data 000000607
8432.51714897# Server sent data 000000608
8432.56760812# Server sent data 000000609
8432.61796689# Server sent data 000000610
8432.66855311# Server sent data 000000611
8432.71917605# Server sent data 000000612
8432.76992297# Server sent data 000000613
8432.82085609# Server sent data 000000614
8432.87136102# Server sent data 000000615
8432.92231011# Server sent data 000000616
8432.97280788# Server sent data 000000617
8433.02368212# Server sent data 000000618
8433.07408094# Server sent data 000000619
8433.12457395# Server sent data 000000620
8433.17532802# Server sent data 000000621
8433.22576094# Server sent data 000000622
8433.27622294# Server sent data 000000623
8433.32688308# Server sent data 000000624
8433.37744308# Server sent data 000000625
8433.428684# Server sent data 000000626
8433.47980309# Server sent data 000000627
8433.53122091# Server sent data 000000628
8433.58166099# Server sent data 000000629
8433.632581# Server sent data 000000630
8433.68340206# Server sent data 000000631
8433.73372793# Server sent data 000000632
8433.78425002# Server sent data 000000633
8433.83465505# Server sent data 000000634
8433.88579893# Server sent data 000000635
8433.9364841# Server sent data 000000636
8433.98724008# Server sent data 000000637
8434.03856802# Server sent data 000000638
8434.08902407# Server sent data 000000639
8434.13974404# Server sent data 000000640
8434.19027591# Server sent data 000000641
8434.24149394# Server sent data 000000642
8434.29201698# Server sent data 000000643
8434.34241009# Server sent data 000000644
8434.39291811# Server sent data 000000645
8434.44363093# Server sent data 000000646
8434.49411392# Server sent data 000000647
8434.54476905# Server sent data 000000648
8434.59518003# Server sent data 000000649
8434.64605808# Server sent data 000000650
8434.69648099# Server sent data 000000651
8434.74706888# Server sent data 000000652
8434.79753399# Server sent data 000000653
8434.84816098# Server sent data 000000654
8434.89856791# Server sent data 000000655
8434.94910097# Server sent data 000000656
8434.99973297# Server sent data 000000657
8435.05023193# Server sent data 000000658
8435.10163903# Server sent data 000000659
8435.15261507# Server sent data 000000660
8435.2034471# Server sent data 000000661
8435.25395393# Server sent data 000000662
8435.30460596# Server sent data 000000663
8435.35510898# Server sent data 000000664
8435.40601993# Server sent data 000000665
8435.45645809# Server sent data 000000666
8435.50756598# Server sent data 000000667
8435.55789995# Server sent data 000000668
8435.60829401# Server sent data 000000669
8435.65945196# Server sent data 000000670
8435.71008396# Server sent data 000000671
8435.76059008# Server sent data 000000672
8435.81138301# Server sent data 000000673
8435.86174607# Server sent data 000000674
8435.91271901# Server sent data 000000675
8435.96311903# Server sent data 000000676
8436.01370192# Server sent data 000000677
8436.06444502# Server sent data 000000678
8436.11536789# Server sent data 000000679
8436.16567802# Server sent data 000000680
8436.21601009# Server sent data 000000681
8436.2663939# Server sent data 000000682
8436.31675911# Server sent data 000000683
8436.36719704# Server sent data 000000684
8436.41763592# Server sent data 000000685
8436.46801996# Server sent data 000000686
8436.51841593# Server sent data 000000687
8436.56910992# Server sent data 000000688
8436.57043409# Server received NAK 687
8436.57056499# Server resent (NAK) 000000687
8436.61963391# Server sent data 000000689
8436.670084# Server sent data 000000690
8436.72105789# Server sent data 000000691
8436.77150011# Server sent data 000000692
8436.82191992# Server sent data 000000693
8436.87227106# Server sent data 000000694
8436.92316198# Server sent data 000000695
8436.97347093# Server sent data 000000696
8437.02384591# Server sent data 000000697
8437.07442594# Server sent data 000000698
8437.12490296# Server sent data 000000699
8437.17576694# Server sent data 000000700
8437.22635889# Server sent data 000000701
8437.27679896# Server sent data 000000702
8437.32759309# Server sent data 000000703
8437.37839794# Server sent data 000000704
8437.42875504# Server sent data 000000705
8437.47933197# Server sent data 000000706
8437.53023696# Server sent data 000000707
8437.58150601# Server sent data 000000708
8437.63205004# Server sent data 000000709
8437.68237305# Server sent data 000000710
8437.73284507# Server sent data 000000711
8437.78330803# Server sent data 000000712
8437.83369708# Server sent data 000000713
8437.88441396# Server sent data 000000714
8437.9349401# Server sent data 000000715
8437.9853301# Server sent data 000000716
8438.03592992# Server sent data 000000717
8438.086344# Server sent data 000000718
8438.13724089# Server sent data 000000719
8438.18767691# Server sent data 000000720
8438.2383461# Server sent data 000000721
8438.2888391# Server sent data 000000722
8438.33926392# Server sent data 000000723
8438.38968801# Server sent data 000000724
8438.44039392# Server sent data 000000725
8438.49193811# Server sent data 000000726
8438.54296207# Server sent data 000000727
8438.59353304# Server sent data 000000728
8438.644315# Server sent data 000000729
8438.69502807# Server sent data 000000730
8438.74562097# Server sent data 000000731
8438.79631805# Server sent data 000000732
8438.84676099# Server sent data 000000733
8438.89724994# Server sent data 000000734
8438.94844294# Server sent data 000000735
8438.99925804# Server sent data 000000736
8439.04969597# Server sent data 000000737
8439.10013103# Server sent data 000000738
8439.15090394# Server sent data 000000739
8439.20141006# Server sent data 000000740
8439.25196695# Server sent data 000000741
8439.30241299# Server sent data 000000742
8439.35282111# Server sent data 000000743
8439.40342093# Server sent data 000000744
8439.45384312# Server sent data 000000745
8439.50429392# Server sent data 000000746
8439.55510306# Server sent data 000000747
8439.60547996# Server sent data 000000748
8439.65602398# Server sent data 000000749
8439.7063961# Server sent data 000000750
8439.75707889# Server sent data 000000751
8439.80761003# Server sent data 000000752
8439.85889101# Server sent data 000000753
8439.90995002# Server sent data 000000754
8439.96027589# Server sent data 000000755
8440.01071405# Server sent data 000000756
8440.06136298# Server sent data 000000757
8440.11175609# Server sent data 000000758
8440.16214299# Server sent data 000000759
8440.21265793# Server sent data 000000760
8440.26311994# Server sent data 000000761
8440.31369209# Server sent data 000000762
8440.36403203# Server sent data 000000763
8440.41487908# Server sent data 000000764
8440.46529603# Server sent data 000000765
8440.5157721# Server sent data 000000766
8440.56614709# Server sent data 000000767
8440.6174109# Server sent data 000000768
8440.667907# Server sent data 000000769
8440.71831393# Server sent data 000000770
8440.7687099# Server sent data 000000771
8440.81907797# Server sent data 000000772
8440.86950898# Server sent data 000000773
8440.92028403# Server sent data 000000774
8440.9708271# Server sent data 000000775
8441.02129292# Server sent data 000000776
8441.07164788# Server sent data 000000777
8441.12266588# Server sent data 000000778
8441.17291307# Server sent data 000000779
8441.22325492# Server sent data 000000780
8441.27361107# Server sent data 000000781
8441.32470989# Server sent data 000000782
8441.37518001# Server sent data 000000783
8441.42556095# Server sent data 000000784
8441.47610497# Server sent data 000000785
8441.52694392# Server sent data 000000786
8441.57738495# Server sent data 000000787
8441.6277349# Server sent data 000000788
8441.67810392# Server sent data 000000789
8441.72899508# Server sent data 000000790
8441.77933097# Server sent data 000000791
8441.82982111# Server sent data 000000792
8441.88022709# Server sent data 000000793
8441.93117404# Server sent data 000000794
8441.98167801# Server sent data 000000795
8442.03209996# Server sent data 000000796
8442.08249998# Server sent data 000000797
8442.13382697# Server sent data 000000798
8442.18443799# Server sent data 000000799
