############################
SERVER SIDE STARTED
############################


Starting resend nak thread
8050.78043294# Server sent data 000000283
8050.83082891# Server sent data 000000284
8050.88113499# Server sent data 000000285
8050.93145394# Server sent data 000000286
8050.98187709# Server sent data 000000287
8051.032372# Server sent data 000000288
8051.08332705# Server sent data 000000289
8051.133605# Server sent data 000000290
8051.18396902# Server sent data 000000291
8051.23432803# Server sent data 000000292
8051.28488994# Server sent data 000000293
8051.33594799# Server sent data 000000294
8051.3865149# Server sent data 000000295
8051.43725109# Server sent data 000000296
8051.48769689# Server sent data 000000297
8051.53822088# Server sent data 000000298
8051.58971691# Server sent data 000000299
8051.64025307# Server sent data 000000300
8051.69095898# Server sent data 000000301
8051.74130297# Server sent data 000000302
8051.79247499# Server sent data 000000303
8051.84331894# Server sent data 000000304
8051.89367294# Server sent data 000000305
8051.94504809# Server sent data 000000306
8051.99562597# Server sent data 000000307
8052.04622102# Server sent data 000000308
8052.09679389# Server sent data 000000309
8052.14721608# Server sent data 000000310
8052.19765902# Server sent data 000000311
8052.24806404# Server sent data 000000312
8052.29938006# Server sent data 000000313
8052.34979796# Server sent data 000000314
8052.40082788# Server sent data 000000315
8052.45172501# Server sent data 000000316
8052.50209308# Server sent data 000000317
8052.55276108# Server sent data 000000318
8052.60311699# Server sent data 000000319
8052.65351391# Server sent data 000000320
8052.70389199# Server sent data 000000321
8052.75464702# Server sent data 000000322
8052.80503511# Server sent data 000000323
8052.85624003# Server sent data 000000324
8052.90682912# Server sent data 000000325
8052.95804906# Server sent data 000000326
8053.00851297# Server sent data 000000327
8053.00978899# Server received NAK 326
8053.00992608# Server resent (NAK) 000000326
8053.05893493# Server sent data 000000328
8053.10934806# Server sent data 000000329
8053.15968394# Server sent data 000000330
8053.20999002# Server sent data 000000331
8053.26066208# Server sent data 000000332
8053.31208897# Server sent data 000000333
8053.36273694# Server sent data 000000334
8053.41423297# Server sent data 000000335
8053.46556306# Server sent data 000000336
8053.51588511# Server sent data 000000337
8053.56650996# Server sent data 000000338
8053.61690497# Server sent data 000000339
8053.66786504# Server sent data 000000340
8053.71824789# Server sent data 000000341
8053.76859093# Server sent data 000000342
8053.81894803# Server sent data 000000343
8053.86934209# Server sent data 000000344
8053.91983509# Server sent data 000000345
8053.97028399# Server sent data 000000346
8054.02071691# Server sent data 000000347
8054.07107592# Server sent data 000000348
8054.12173009# Server sent data 000000349
8054.17209792# Server sent data 000000350
8054.22327995# Server sent data 000000351
8054.27376795# Server sent data 000000352
8054.32467008# Server sent data 000000353
8054.37567902# Server sent data 000000354
8054.42627692# Server sent data 000000355
8054.47802901# Server sent data 000000356
8054.52852297# Server sent data 000000357
8054.57905889# Server sent data 000000358
8054.58154511# Server received NAK 357
8054.58167291# Server resent (NAK) 000000357
8054.62943006# Server sent data 000000359
8054.680444# Server sent data 000000360
8054.73081708# Server sent data 000000361
8054.78144598# Server sent data 000000362
8054.83190989# Server sent data 000000363
8054.88274908# Server sent data 000000364
8054.93307805# Server sent data 000000365
8054.98384809# Server sent data 000000366
8055.03443694# Server sent data 000000367
8055.08495498# Server sent data 000000368
8055.13586712# Server sent data 000000369
8055.18647599# Server sent data 000000370
8055.23700309# Server sent data 000000371
8055.28745604# Server sent data 000000372
8055.33828712# Server sent data 000000373
8055.38865995# Server sent data 000000374
8055.43901992# Server sent data 000000375
8055.48956299# Server sent data 000000376
8055.54011106# Server sent data 000000377
8055.59053111# Server sent data 000000378
8055.64096808# Server sent data 000000379
8055.6914959# Server sent data 000000380
8055.74192691# Server sent data 000000381
8055.79251289# Server sent data 000000382
8055.84317803# Server sent data 000000383
8055.89365602# Server sent data 000000384
8055.944453# Server sent data 000000385
8055.99482489# Server sent data 000000386
8056.04546094# Server sent data 000000387
8056.09608197# Server sent data 000000388
8056.1466341# Server sent data 000000389
8056.19813991# Server sent data 000000390
8056.24911594# Server sent data 000000391
8056.29970908# Server sent data 000000392
8056.35018897# Server sent data 000000393
8056.40073109# Server sent data 000000394
8056.4511919# Server sent data 000000395
8056.50162792# Server sent data 000000396
8056.5519979# Server sent data 000000397
8056.60275888# Server sent data 000000398
8056.65308499# Server sent data 000000399
8056.70345712# Server sent data 000000400
8056.75397611# Server sent data 000000401
8056.80447793# Server sent data 000000402
8056.85468006# Server sent data 000000403
8056.90524197# Server sent data 000000404
8056.95567203# Server sent data 000000405
8057.00617695# Server sent data 000000406
8057.05704689# Server sent data 000000407
8057.10763788# Server sent data 000000408
8057.15807104# Server sent data 000000409
8057.20875311# Server sent data 000000410
8057.25928092# Server sent data 000000411
8057.30964708# Server sent data 000000412
8057.36026597# Server sent data 000000413
8057.41077805# Server sent data 000000414
8057.461272# Server sent data 000000415
8057.51277208# Server sent data 000000416
8057.56332207# Server sent data 000000417
8057.61392403# Server sent data 000000418
8057.6643641# Server sent data 000000419
8057.71472597# Server sent data 000000420
8057.76527691# Server sent data 000000421
8057.81559801# Server sent data 000000422
8057.865978# Server sent data 000000423
8057.91647911# Server sent data 000000424
8057.96721101# Server sent data 000000425
8058.01787305# Server sent data 000000426
8058.06918812# Server sent data 000000427
8058.119627# Server sent data 000000428
8058.16998506# Server sent data 000000429
8058.22037506# Server sent data 000000430
8058.27107811# Server sent data 000000431
8058.3215611# Server sent data 000000432
8058.37204289# Server sent data 000000433
8058.42256188# Server sent data 000000434
8058.4728961# Server sent data 000000435
8058.52343106# Server sent data 000000436
8058.57415509# Server sent data 000000437
8058.62536812# Server sent data 000000438
8058.67583609# Server sent data 000000439
8058.72659993# Server sent data 000000440
8058.77712893# Server sent data 000000441
8058.82779408# Server sent data 000000442
8058.87924409# Server sent data 000000443
8058.93018389# Server sent data 000000444
8058.98073912# Server sent data 000000445
8059.03152108# Server sent data 000000446
8059.08245611# Server sent data 000000447
8059.13293195# Server sent data 000000448
8059.18326306# Server sent data 000000449
8059.23366499# Server sent data 000000450
8059.28400707# Server sent data 000000451
8059.33474112# Server sent data 000000452
8059.38532901# Server sent data 000000453
8059.43570995# Server sent data 000000454
8059.48614407# Server sent data 000000455
8059.53696489# Server sent data 000000456
8059.58820105# Server sent data 000000457
8059.58984303# Server received NAK 456
8059.5899961# Server resent (NAK) 000000456
8059.63936305# Server sent data 000000458
8059.68963504# Server sent data 000000459
8059.74004197# Server sent data 000000460
8059.79086208# Server sent data 000000461
8059.84123206# Server sent data 000000462
8059.89237309# Server sent data 000000463
8059.94271588# Server sent data 000000464
8059.99312592# Server sent data 000000465
8060.04359198# Server sent data 000000466
8060.09409904# Server sent data 000000467
8060.145082# Server sent data 000000468
8060.19554591# Server sent data 000000469
8060.24590802# Server sent data 000000470
8060.29705# Server sent data 000000471
8060.34737706# Server sent data 000000472
8060.39831305# Server sent data 000000473
8060.44941497# Server sent data 000000474
8060.49994802# Server sent data 000000475
8060.55118895# Server sent data 000000476
8060.60187793# Server sent data 000000477
8060.60302496# Server received NAK 476
8060.60313511# Server resent (NAK) 000000476
8060.6521821# Server sent data 000000478
8060.70396805# Server sent data 000000479
8060.75495791# Server sent data 000000480
8060.80644989# Server sent data 000000481
8060.85727596# Server sent data 000000482
8060.90773296# Server sent data 000000483
8060.95827889# Server sent data 000000484
8061.00861192# Server sent data 000000485
8061.05950904# Server sent data 000000486
8061.10969901# Server sent data 000000487
8061.16017103# Server sent data 000000488
8061.21063399# Server sent data 000000489
8061.26105905# Server sent data 000000490
8061.31143808# Server sent data 000000491
8061.36190391# Server sent data 000000492
8061.41255593# Server sent data 000000493
8061.46296692# Server sent data 000000494
8061.51352# Server sent data 000000495
8061.56419492# Server sent data 000000496
8061.61478591# Server sent data 000000497
8061.66545296# Server sent data 000000498
8061.71591401# Server sent data 000000499
8061.76639605# Server sent data 000000500
8061.81691098# Server sent data 000000501
8061.86744499# Server sent data 000000502
8061.91824102# Server sent data 000000503
8061.96918607# Server sent data 000000504
8062.019521# Server sent data 000000505
8062.06997395# Server sent data 000000506
8062.12041211# Server sent data 000000507
8062.12161398# Server received NAK 506
8062.12172604# Server resent (NAK) 000000506
8062.1709981# Server sent data 000000508
8062.2214129# Server sent data 000000509
8062.2228961# Server received NAK 508
8062.22299194# Server resent (NAK) 000000508
8062.27200603# Server sent data 000000510
8062.32260203# Server sent data 000000511
8062.37320805# Server sent data 000000512
8062.42363596# Server sent data 000000513
8062.47445011# Server sent data 000000514
8062.52497101# Server sent data 000000515
8062.57640004# Server sent data 000000516
8062.62695289# Server sent data 000000517
8062.67736292# Server sent data 000000518
8062.72778511# Server sent data 000000519
8062.77830601# Server sent data 000000520
8062.82929206# Server sent data 000000521
8062.8797121# Server sent data 000000522
8062.93061399# Server sent data 000000523
8062.98125005# Server sent data 000000524
8063.03188992# Server sent data 000000525
8063.08226204# Server sent data 000000526
8063.1325891# Server sent data 000000527
8063.18297505# Server sent data 000000528
8063.23354101# Server sent data 000000529
8063.28496599# Server sent data 000000530
8063.33535099# Server sent data 000000531
8063.38630104# Server sent data 000000532
8063.43669295# Server sent data 000000533
8063.48719406# Server sent data 000000534
8063.53791809# Server sent data 000000535
8063.58854008# Server sent data 000000536
8063.64021707# Server sent data 000000537
8063.69095802# Server sent data 000000538
8063.74147105# Server sent data 000000539
8063.79192805# Server sent data 000000540
8063.84234595# Server sent data 000000541
8063.89286804# Server sent data 000000542
8063.94328189# Server sent data 000000543
8063.99374008# Server sent data 000000544
8064.04510307# Server sent data 000000545
8064.09577799# Server sent data 000000546
8064.14682102# Server sent data 000000547
8064.1974051# Server sent data 000000548
8064.24809194# Server sent data 000000549
8064.29883599# Server sent data 000000550
8064.34923697# Server sent data 000000551
8064.39966989# Server sent data 000000552
8064.45099711# Server sent data 000000553
8064.50153399# Server sent data 000000554
8064.55196691# Server sent data 000000555
8064.60233808# Server sent data 000000556
8064.60396695# Server received NAK 555
8064.60409188# Server resent (NAK) 000000555
8064.65316105# Server sent data 000000557
8064.70378399# Server sent data 000000558
8064.75448799# Server sent data 000000559
8064.80513597# Server sent data 000000560
8064.85584807# Server sent data 000000561
8064.90625691# Server sent data 000000562
8064.95676899# Server sent data 000000563
8065.00811005# Server sent data 000000564
8065.05855107# Server sent data 000000565
8065.10909891# Server sent data 000000566
8065.15994096# Server sent data 000000567
8065.21089411# Server sent data 000000568
8065.26126099# Server sent data 000000569
8065.31169295# Server sent data 000000570
8065.31314111# Server received NAK 569
8065.31324792# Server resent (NAK) 000000569
8065.36235809# Server sent data 000000571
8065.41306806# Server sent data 000000572
8065.46348095# Server sent data 000000573
8065.51389098# Server sent data 000000574
8065.56441402# Server sent data 000000575
8065.61502004# Server sent data 000000576
8065.66550708# Server sent data 000000577
8065.71596289# Server sent data 000000578
8065.76648808# Server sent data 000000579
8065.81688809# Server sent data 000000580
8065.86821604# Server sent data 000000581
8065.9194839# Server sent data 000000582
8065.96998405# Server sent data 000000583
8066.02045703# Server sent data 000000584
8066.07098389# Server sent data 000000585
8066.12157512# Server sent data 000000586
8066.17220306# Server sent data 000000587
8066.22268796# Server sent data 000000588
8066.273592# Server sent data 000000589
8066.32441211# Server sent data 000000590
8066.37494111# Server sent data 000000591
8066.42578602# Server sent data 000000592
8066.47631907# Server sent data 000000593
8066.5269289# Server sent data 000000594
8066.57727289# Server sent data 000000595
8066.62768888# Server sent data 000000596
8066.67793489# Server sent data 000000597
8066.7292881# Server sent data 000000598
8066.77975893# Server sent data 000000599
8066.83047795# Server sent data 000000600
8066.88162899# Server sent data 000000601
8066.93204498# Server sent data 000000602
8066.98240995# Server sent data 000000603
8067.03363991# Server sent data 000000604
8067.0839839# Server sent data 000000605
8067.13443208# Server sent data 000000606
8067.18552208# Server sent data 000000607
8067.23619008# Server sent data 000000608
8067.28672791# Server sent data 000000609
8067.33750391# Server sent data 000000610
8067.38808298# Server sent data 000000611
8067.43847489# Server sent data 000000612
8067.48886991# Server sent data 000000613
8067.53926897# Server sent data 000000614
8067.58981204# Server sent data 000000615
8067.64045811# Server sent data 000000616
8067.69092894# Server sent data 000000617
8067.74153495# Server sent data 000000618
8067.79248309# Server sent data 000000619
8067.84289503# Server sent data 000000620
8067.89329195# Server sent data 000000621
8067.943892# Server sent data 000000622
8067.9943459# Server sent data 000000623
8068.04472494# Server sent data 000000624
8068.09527493# Server sent data 000000625
8068.14571095# Server sent data 000000626
8068.19710803# Server sent data 000000627
8068.24734497# Server sent data 000000628
8068.29779291# Server sent data 000000629
8068.34826589# Server sent data 000000630
8068.398597# Server sent data 000000631
8068.4490819# Server sent data 000000632
8068.499933# Server sent data 000000633
8068.55039692# Server sent data 000000634
8068.60097194# Server sent data 000000635
8068.6513319# Server sent data 000000636
8068.70189404# Server sent data 000000637
8068.75239801# Server sent data 000000638
8068.80312395# Server sent data 000000639
8068.85362101# Server sent data 000000640
8068.90407801# Server sent data 000000641
8068.95472908# Server sent data 000000642
8069.00531697# Server sent data 000000643
8069.05580306# Server sent data 000000644
8069.10623789# Server sent data 000000645
8069.10796189# Server received NAK 644
8069.10813498# Server resent (NAK) 000000644
8069.15658593# Server sent data 000000646
8069.20748591# Server sent data 000000647
8069.25787902# Server sent data 000000648
8069.30854297# Server sent data 000000649
TOTAL number of TRY: 662
