############################
SERVER SIDE STARTED
############################


Starting resend nak thread
7777.82223701# Server sent data 000000124
7777.8728981# Server sent data 000000125
7777.92387891# Server sent data 000000126
7777.97477198# Server sent data 000000127
7778.02527499# Server sent data 000000128
7778.07573104# Server sent data 000000129
7778.12614608# Server sent data 000000130
7778.17685509# Server sent data 000000131
7778.22726798# Server sent data 000000132
7778.27772903# Server sent data 000000133
7778.32821107# Server sent data 000000134
7778.37878704# Server sent data 000000135
7778.42913604# Server sent data 000000136
7778.47963691# Server sent data 000000137
7778.53017092# Server sent data 000000138
7778.58078408# Server sent data 000000139
7778.63126397# Server sent data 000000140
7778.68162894# Server sent data 000000141
7778.73229909# Server sent data 000000142
7778.78378105# Server sent data 000000143
7778.83410907# Server sent data 000000144
7778.88472104# Server sent data 000000145
7778.93612695# Server sent data 000000146
7778.98657608# Server sent data 000000147
7779.03694701# Server sent data 000000148
7779.08746409# Server sent data 000000149
7779.088799# Server received NAK 148
7779.08892107# Server resent (NAK) 000000148
7779.13812709# Server sent data 000000150
7779.18862295# Server sent data 000000151
7779.23911595# Server sent data 000000152
7779.28954601# Server sent data 000000153
7779.34000492# Server sent data 000000154
7779.3903389# Server sent data 000000155
7779.4406569# Server sent data 000000156
7779.491014# Server sent data 000000157
7779.54181099# Server sent data 000000158
7779.59220695# Server sent data 000000159
7779.64255404# Server sent data 000000160
7779.69281197# Server sent data 000000161
7779.74341011# Server sent data 000000162
7779.79399109# Server sent data 000000163
7779.84505606# Server sent data 000000164
7779.89548397# Server sent data 000000165
7779.94602489# Server sent data 000000166
7779.99654198# Server sent data 000000167
7780.04702711# Server sent data 000000168
7780.09755611# Server sent data 000000169
7780.14808607# Server sent data 000000170
7780.19860291# Server sent data 000000171
7780.24909902# Server sent data 000000172
7780.30017805# Server sent data 000000173
7780.35074997# Server sent data 000000174
7780.40132809# Server sent data 000000175
7780.45170307# Server sent data 000000176
7780.50225806# Server sent data 000000177
7780.55264091# Server sent data 000000178
7780.60304403# Server sent data 000000179
7780.65361309# Server sent data 000000180
7780.70469809# Server sent data 000000181
7780.70593309# Server received NAK 180
7780.70605302# Server resent (NAK) 000000180
7780.75584888# Server sent data 000000182
7780.80630708# Server sent data 000000183
7780.85678601# Server sent data 000000184
7780.90717006# Server sent data 000000185
7780.95744205# Server sent data 000000186
7781.00782204# Server sent data 000000187
7781.05830002# Server sent data 000000188
7781.10863805# Server sent data 000000189
7781.15904307# Server sent data 000000190
7781.20946908# Server sent data 000000191
7781.26006293# Server sent data 000000192
7781.31043911# Server sent data 000000193
7781.36101198# Server sent data 000000194
7781.41145992# Server sent data 000000195
7781.46230888# Server sent data 000000196
7781.51279402# Server sent data 000000197
7781.56325793# Server sent data 000000198
7781.613662# Server sent data 000000199
7781.66401005# Server sent data 000000200
7781.71439195# Server sent data 000000201
7781.76484108# Server sent data 000000202
7781.81522989# Server sent data 000000203
7781.86574006# Server sent data 000000204
7781.91648197# Server sent data 000000205
7781.9677341# Server sent data 000000206
7782.01813602# Server sent data 000000207
7782.0693481# Server sent data 000000208
7782.11973405# Server sent data 000000209
7782.17061806# Server sent data 000000210
7782.22104692# Server sent data 000000211
7782.27158999# Server sent data 000000212
7782.32209301# Server sent data 000000213
7782.37295794# Server sent data 000000214
7782.42386007# Server sent data 000000215
7782.474154# Server sent data 000000216
7782.5246141# Server sent data 000000217
7782.57496309# Server sent data 000000218
7782.62543297# Server sent data 000000219
7782.67607594# Server sent data 000000220
7782.72708797# Server sent data 000000221
7782.77756095# Server sent data 000000222
7782.82847905# Server sent data 000000223
7782.87911701# Server sent data 000000224
7782.92969799# Server sent data 000000225
7782.980165# Server sent data 000000226
7783.03062105# Server sent data 000000227
7783.08108306# Server sent data 000000228
7783.13140202# Server sent data 000000229
7783.18198395# Server sent data 000000230
7783.23264098# Server sent data 000000231
7783.28326702# Server sent data 000000232
7783.33362007# Server sent data 000000233
7783.38405395# Server sent data 000000234
7783.43482399# Server sent data 000000235
7783.48526311# Server sent data 000000236
7783.53658795# Server sent data 000000237
7783.587569# Server sent data 000000238
7783.63795996# Server sent data 000000239
7783.68937111# Server sent data 000000240
7783.73972011# Server sent data 000000241
7783.79032898# Server sent data 000000242
7783.84142995# Server sent data 000000243
7783.89188099# Server sent data 000000244
7783.94241405# Server sent data 000000245
7783.99285102# Server sent data 000000246
7784.043329# Server sent data 000000247
7784.09394789# Server sent data 000000248
7784.1445291# Server sent data 000000249
TOTAL number of TRY: 255
